reg_param,n_train,n_test,train_accuracy,test_accuracy,dataset,clip_model,split_origin,is_default_reg
0.0,5149,1287,0.9966983880365119,0.9984459984459985,cats_dogs_cars,ViT-L/14@336px,n/a,False
0.0001,5149,1287,0.9966983880365119,0.9984459984459985,cats_dogs_cars,ViT-L/14@336px,n/a,True
0.001,5149,1287,0.9966983880365119,0.9984459984459985,cats_dogs_cars,ViT-L/14@336px,n/a,False
0.01,5149,1287,0.9966983880365119,0.9984459984459985,cats_dogs_cars,ViT-L/14@336px,n/a,False
